sentence,target,label,implicit,source
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",mic,1,1,laptops
for the [$] price (special offer) this is a great laptop.,price,0,0,laptops
the manufacturer's warranty only covers replacement/repair of parts.,warranty,1,1,laptops
what i'd like is for the laptop to run well without having to purchase additional memory.,memory,1,1,laptops
what i'd like is for the laptop to run well without having to purchase additional memory.,run,2,0,laptops
it works exactly like it did the day i took it out of the box.,works,0,1,laptops
"it is fast booting up , shutting down, and connection with the internet.",connection with the internet,0,0,laptops
"it is fast booting up , shutting down, and connection with the internet.",booting up,0,0,laptops
"it is fast booting up , shutting down, and connection with the internet.",shutting down,0,0,laptops
the battery life is great.,battery life,0,0,laptops
this is not a serious gaming laptop or a serious media machine;,gaming,1,0,laptops
  they replaced my hard drive as well as my mother board.,hard drive,2,0,laptops
  they replaced my hard drive as well as my mother board.,mother board,2,0,laptops
there is nothing to complain about the system.,system,0,0,laptops
and it comes with the new osx that comes with new features that makes the use more easy.,OSX,0,0,laptops
and it comes with the new osx that comes with new features that makes the use more easy.,features,0,0,laptops
and it comes with the new osx that comes with new features that makes the use more easy.,use,0,0,laptops
"now the screen is going darker, darker, darker.",screen,1,0,laptops
either the computer is too slow to detect the keys typed (this is unlikely as i am a slow typist) or the keyboard simply does not detect the keys being typed.,KEYS,1,1,laptops
either the computer is too slow to detect the keys typed (this is unlikely as i am a slow typist) or the keyboard simply does not detect the keys being typed.,KEYBOARD,1,1,laptops
"features such as the dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.",Features,2,1,laptops
"features such as the dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.",Dashboard,2,1,laptops
when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,return policy,1,1,laptops
"  i sent it back and found this time that the battery was faulty, so i got a new one and some other fixes they found.",battery,1,0,laptops
great pick for portability and affordability.,portability,0,0,laptops
great pick for portability and affordability.,affordability,0,0,laptops
"it's fast, it's easy easy easy to set up, easy to hook to my wireless network.",set up,0,0,laptops
"it's fast, it's easy easy easy to set up, easy to hook to my wireless network.",hook to my wireless network,0,0,laptops
"i previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (if i am not mistaken) and it had major heating issues.",aluminum style,0,1,laptops
"i previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (if i am not mistaken) and it had major heating issues.",specs,0,1,laptops
"i previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (if i am not mistaken) and it had major heating issues.",nvidia 9800,2,0,laptops
the people there just changed for me on the spot and i got a new arm piece and they didn't even request for a receipt.,arm piece,0,1,laptops
i take it everywhere with me because it's so easy to carry.,carry,0,0,laptops
the only thing is that the battery won't last more than 1/2 an hour.,battery,1,1,laptops
the first fell apart right after the 1-year-warranty.,1-year-warranty,2,1,laptops
oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all i use the old word processer which works good.,word processer,0,0,laptops
the keyboard has a wonderful nature feel.,keyboard,0,0,laptops
"they went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",battery,2,1,laptops
"they went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",hard disk,2,1,laptops
the battery doesn't last long but i'm sure an upgrade battery would solve that problem.,battery,1,0,laptops
"i was looking too closely at the other performance specs and while comparing, i took it for granted that these features were standard.",performance specs,2,1,laptops
"i was looking too closely at the other performance specs and while comparing, i took it for granted that these features were standard.",features,2,0,laptops
i have no idea how this could have even gotten past quality control during production.,quality control,1,1,laptops
"i bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.",touch-mouse,1,0,laptops
"oh yea, has no numeric pad on the side.",numeric pad,1,0,laptops
"the cover for the dvd drive soon came off, too--a mark of poor construction quality.",cover for the DVD drive,1,0,laptops
"the cover for the dvd drive soon came off, too--a mark of poor construction quality.",construction quality,1,0,laptops
